datetime,biogas,biomass,coal,geothermal,large_hydro,natural_gas,nuclear,other,small_hydro,solar,wind
2019-09-03 00:00:00,238.916666666667,407.083333333333,9,967.25,3152.5,9710.83333333333,2248.75,0,401.666666666667,0,2670.16666666667
2019-09-03 01:00:00,239,406.5,9,970.333333333333,2724.33333333333,9155,2250.58333333333,0,400.916666666667,0,2778.83333333333
2019-09-03 02:00:00,239,406.833333333333,9,973.166666666667,2630,8078.33333333333,2250.83333333333,0,413.583333333333,0,2795.25
2019-09-03 03:00:00,238.916666666667,407.166666666667,9.83333333333333,973.833333333333,2611.25,7801.25,2245,0,359.916666666667,0,2582.58333333333
2019-09-03 04:00:00,237.916666666667,406.083333333333,9.41666666666667,974.666666666667,2651.33333333333,7744.33333333333,2242.83333333333,0,382.083333333333,0,2397.41666666667
2019-09-03 05:00:00,237.166666666667,408.916666666667,10,973.333333333333,2965.5,8624.58333333333,2242.83333333333,0,395.916666666667,0,2327
2019-09-03 06:00:00,236.75,406.083333333333,9.16666666666667,972.333333333333,3809.5,9544.58333333333,2244.83333333333,0,407.5,77.1666666666667,2048.83333333333
2019-09-03 07:00:00,234.416666666667,405.833333333333,9.58333333333333,972.083333333333,3394.08333333333,9689.91666666667,2247.25,0,414.166666666667,2510.66666666667,1739.16666666667
2019-09-03 08:00:00,238.083333333333,410.75,9,968.5,2628.25,8918.91666666667,2248.08333333333,0,408.083333333333,6979.66666666667,1364.08333333333
2019-09-03 09:00:00,236.75,412.166666666667,9,963.666666666667,2527.16666666667,9291.66666666667,2249.41666666667,0,411.166666666667,8988.08333333333,1116.5
2019-09-03 10:00:00,230.75,408.5,9.66666666666667,959.083333333333,2529.33333333333,10252.5,2250.58333333333,0,417.416666666667,9965.25,816.5
2019-09-03 11:00:00,233.416666666667,409.25,9,954.416666666667,2807,11159.0833333333,2252.16666666667,0,418,10474.0833333333,701.333333333333
2019-09-03 12:00:00,234.75,409.25,8.25,944.583333333333,3080.08333333333,12667.25,2252.66666666667,0,427.083333333333,10284.1666666667,611
2019-09-03 13:00:00,232.5,411.833333333333,8,944.083333333333,3535.41666666667,14421.0833333333,2248.33333333333,0,429.5,10023,612
2019-09-03 14:00:00,235.083333333333,411.25,8.08333333333333,943.916666666667,3629.91666666667,16367.1666666667,2245.33333333333,0,438.583333333333,9719.08333333333,761.083333333333
2019-09-03 15:00:00,235.666666666667,411.833333333333,8.08333333333333,950.666666666667,3909.16666666667,17869.9166666667,2244,0,452.833333333333,8941.66666666667,1299.58333333333
2019-09-03 16:00:00,233.5,413.416666666667,8,955.916666666667,4344.83333333333,19063.75,2243.08333333333,0,497.75,8009.75,1932.91666666667
2019-09-03 17:00:00,232.583333333333,405.833333333333,8.33333333333333,953.083333333333,4711.58333333333,19836.6666666667,2242.33333333333,0,498.583333333333,6126.91666666667,2572.5
2019-09-03 18:00:00,234.583333333333,409.75,8.16666666666667,950.916666666667,5160.33333333333,20725.6666666667,2243.41666666667,0,500.833333333333,2077.5,3230
2019-09-03 19:00:00,236.333333333333,413.416666666667,8.83333333333333,950.75,4899.58333333333,20028.8333333333,2245.16666666667,0,505.166666666667,216.833333333333,3559.16666666667
2019-09-03 20:00:00,236.833333333333,411.666666666667,9,951,4674.5,18422,2245.91666666667,0,505.25,85.4166666666667,3323
2019-09-03 21:00:00,236.5,412.25,9.25,956.25,4102,16455.6666666667,2247.5,0,471.083333333333,0,3097.41666666667
2019-09-03 22:00:00,234.583333333333,412.75,10,959.833333333333,3658.33333333333,14804.3333333333,2247.83333333333,0,447.333333333333,0,3059.33333333333
2019-09-03 23:00:00,233.916666666667,413.083333333333,10,962.916666666667,3334.66666666667,12587.4166666667,2247.33333333333,0,444.416666666667,0,2893.5
2019-09-04 00:00:00,235.5,412.5,9.41666666666667,966.083333333333,3069.91666666667,10705.9166666667,2247.41666666667,0,439.25,0,2523.58333333333
2019-09-04 01:00:00,235.916666666667,412.583333333333,9.08333333333333,966.333333333333,2808.25,9705.66666666667,2246.25,0,437.166666666667,0,2415.91666666667
2019-09-04 02:00:00,236.083333333333,414.083333333333,9,967.083333333333,2467,9455.66666666667,2246.25,0,423.25,0,2206.08333333333
2019-09-04 03:00:00,236.5,409.833333333333,8.75,966.916666666667,2586.91666666667,9284.83333333333,2244.58333333333,0,419.833333333333,0,1649.66666666667
2019-09-04 04:00:00,236.583333333333,384.666666666667,8.83333333333333,967.416666666667,2643.66666666667,9661.58333333333,2244.83333333333,0,412.416666666667,0,991.5
2019-09-04 05:00:00,234.666666666667,381.916666666667,8.91666666666667,967.75,3132.25,10570.5833333333,2247.16666666667,0,410.75,0,714.916666666667
2019-09-04 06:00:00,234.833333333333,383.333333333333,9,966.166666666667,3896.83333333333,11301,2246.91666666667,0,413.833333333333,86.4166666666667,492.166666666667
2019-09-04 07:00:00,232.5,405.75,9.91666666666667,964.5,3482.33333333333,11011.5,2248.83333333333,0,422.5,2579.16666666667,406.916666666667
2019-09-04 08:00:00,231.833333333333,413.083333333333,9.25,960.083333333333,2486.5,10367.0833333333,2248.66666666667,0,412.916666666667,7055.75,362.25
2019-09-04 09:00:00,230.666666666667,404.5,8.16666666666667,954.916666666667,2472.58333333333,10580.25,2246.41666666667,0,412.666666666667,9271,262.166666666667
2019-09-04 10:00:00,230.333333333333,393.5,8.83333333333333,953.833333333333,2591,11226.5833333333,2247.16666666667,0,409,10088.25,284.083333333333
2019-09-04 11:00:00,229.5,381.833333333333,8.25,951.25,2702.83333333333,12934.4166666667,2249,0,412.666666666667,10332.1666666667,283.75
2019-09-04 12:00:00,229,375.833333333333,8.75,948.666666666667,2898,14717.1666666667,2248.58333333333,0,420.25,10109.8333333333,359.333333333333
2019-09-04 13:00:00,230.833333333333,377.166666666667,8.25,947.416666666667,3664.66666666667,16625.0833333333,2245.83333333333,0,417.083333333333,9785.16666666667,476.5
2019-09-04 14:00:00,231.166666666667,376.166666666667,8.75,951.666666666667,4025.58333333333,18445.3333333333,2240.91666666667,0,418.416666666667,9511.33333333333,841.25
2019-09-04 15:00:00,231.166666666667,376.083333333333,9,952.583333333333,4405.83333333333,20316.0833333333,2238.66666666667,0,425.333333333333,8731.16666666667,1080.58333333333
2019-09-04 16:00:00,229.416666666667,377.333333333333,9,954.083333333333,4730.08333333333,21073.75,2240.16666666667,0,462.333333333333,6718.08333333333,1284.58333333333
2019-09-04 17:00:00,230.583333333333,370.666666666667,9.33333333333333,954,5216.41666666667,22269,2243,0,464.416666666667,3951.5,1213.91666666667
2019-09-04 18:00:00,232.083333333333,368.333333333333,10,956.75,5395.33333333333,23359.5833333333,2243.41666666667,0,468,1088.25,1419.16666666667
2019-09-04 19:00:00,234.916666666667,370.166666666667,9.75,958.833333333333,4925.83333333333,23153.3333333333,2243.58333333333,0,470.666666666667,28,1667.5
2019-09-04 20:00:00,235.416666666667,372.166666666667,9.41666666666667,962.666666666667,4877.25,21261.5,2246.16666666667,0,466.916666666667,0,1832.75
2019-09-04 21:00:00,234.583333333333,366.166666666667,9.91666666666667,965.916666666667,4139.41666666667,18855.1666666667,2248.58333333333,0,448.416666666667,0,2062.91666666667
2019-09-04 22:00:00,234.166666666667,366.5,9.5,969.083333333333,3893.58333333333,16488.3333333333,2251.16666666667,0,429.166666666667,0,1996.08333333333
2019-09-04 23:00:00,235.083333333333,366.333333333333,10,970.833333333333,3411.91666666667,14896.8333333333,2252.5,0,423.25,0,1735.41666666667
2019-09-05 00:00:00,235.416666666667,367,9.66666666666667,970.666666666667,2877.5,13833.1666666667,2254.5,0,394,0,1622.5
2019-09-05 01:00:00,236.166666666667,363.916666666667,9.83333333333333,969.916666666667,2861.33333333333,12675.3333333333,2255.08333333333,0,399.833333333333,0,1723.5
2019-09-05 02:00:00,236.083333333333,360.916666666667,9.5,970.916666666667,2721.75,11816.0833333333,2255.08333333333,0,393.416666666667,0,1849.08333333333
2019-09-05 03:00:00,236.583333333333,362.5,9.41666666666667,973.25,2521.08333333333,11473.25,2254.33333333333,0,390.333333333333,0,1552.16666666667
2019-09-05 04:00:00,236.333333333333,357.416666666667,9.91666666666667,975.416666666667,2473.5,11601.3333333333,2254.66666666667,0,397.583333333333,0,1425.16666666667
2019-09-05 05:00:00,235.416666666667,350.916666666667,10,976.916666666667,2795,12040.6666666667,2253.33333333333,0,401.083333333333,0,1363.33333333333
2019-09-05 06:00:00,234.25,352.75,9.66666666666667,976.083333333333,3546.25,12653.0833333333,2252.5,0,422.25,32.4166666666667,1294.25
2019-09-05 07:00:00,233.916666666667,356.5,9.58333333333333,976.583333333333,3275,12948.4166666667,2254.83333333333,0,428.416666666667,1458.33333333333,1162
2019-09-05 08:00:00,232.833333333333,356.083333333333,9.66666666666667,973.25,2683,12171.5833333333,2255,0,398.416666666667,4623.83333333333,1337.5
2019-09-05 09:00:00,231,352.833333333333,9.16666666666667,968.666666666667,2534.66666666667,11824.5,2253.41666666667,0,393.583333333333,6703.58333333333,1400.58333333333
2019-09-05 10:00:00,235,353.166666666667,9,964.666666666667,2711.33333333333,12879.8333333333,2256.75,0,406.333333333333,7600.16666666667,1249.16666666667
2019-09-05 11:00:00,234.083333333333,355.333333333333,9.5,961.5,2901.25,13290.1666666667,2255.91666666667,0,418.416666666667,8732.83333333333,1110.75
2019-09-05 12:00:00,233.833333333333,348.5,9.5,960,3277.83333333333,14355.3333333333,2251,0,421.083333333333,8862.5,1044.91666666667
2019-09-05 13:00:00,234.166666666667,342.25,9.08333333333333,956.416666666667,3528.75,15952.25,2250.91666666667,0,418.5,8199.33333333333,986.25
2019-09-05 14:00:00,235.416666666667,304.75,9,955.166666666667,3330.66666666667,18267.6666666667,2249.58333333333,0,415.833333333333,8523,1004.75
2019-09-05 15:00:00,237.333333333333,354.083333333333,9,957.666666666667,3618.41666666667,19238.25,2246.91666666667,0,430.416666666667,8803.91666666667,1084.83333333333
2019-09-05 16:00:00,236.083333333333,360.166666666667,9,957.5,4155.33333333333,20334.1666666667,2246.41666666667,0,460.75,7787.66666666667,1284.91666666667
2019-09-05 17:00:00,233.333333333333,355.083333333333,9,953.75,4553.16666666667,21255.9166666667,2248.25,0,466.25,5296.91666666667,1555.91666666667
2019-09-05 18:00:00,234.416666666667,349.166666666667,9,951.666666666667,4668.08333333333,22071.6666666667,2250.91666666667,0,464.75,1707.5,1735.75
2019-09-05 19:00:00,236.75,350.083333333333,9.5,951.666666666667,4753.41666666667,21807.25,2254,0,468.25,31.3333333333333,2087.33333333333
2019-09-05 20:00:00,237.5,348.666666666667,10,954,4919.25,19761.6666666667,2256.41666666667,0,470.916666666667,0,2189.33333333333
2019-09-05 21:00:00,236.75,347.416666666667,10,959.666666666667,4467.16666666667,17735.75,2257.58333333333,0,443.333333333333,0,2078.91666666667
2019-09-05 22:00:00,236.75,348,10,965.916666666667,3872.41666666667,16030,2257.5,0,433.5,0,2027.25
2019-09-05 23:00:00,237.083333333333,354.416666666667,10,968.416666666667,3336.66666666667,13663.5833333333,2256.58333333333,0,432.666666666667,0,1928.66666666667
2019-09-06 00:00:00,237.083333333333,357.416666666667,9.83333333333333,969.166666666667,3302.75,11790.4166666667,2256.25,0,426.5,0,2227.08333333333
2019-09-06 01:00:00,237,354.5,9,970.416666666667,3051.75,10882.5833333333,2255.58333333333,0,430,0,2092.58333333333
2019-09-06 02:00:00,237.25,351.75,8.66666666666667,972.583333333333,2706.41666666667,10418.1666666667,2256.66666666667,0,405.583333333333,0,1837.66666666667
2019-09-06 03:00:00,238.25,343.416666666667,8.66666666666667,973.333333333333,2647.83333333333,9848.75,2257.58333333333,0,400.416666666667,0,1886.58333333333
2019-09-06 04:00:00,237.416666666667,343.666666666667,9,974.25,2692.58333333333,9816.58333333333,2254.25,0,401.666666666667,0,1822.41666666667
2019-09-06 05:00:00,237.083333333333,342.5,8.58333333333333,976.5,3235.16666666667,10207,2253,0,419.583333333333,0,1663.66666666667
2019-09-06 06:00:00,238,341.833333333333,8.33333333333333,976.583333333333,3476.08333333333,11142.25,2256.75,0,428.083333333333,65.4166666666667,1462.16666666667
2019-09-06 07:00:00,235.25,338.833333333333,8.91666666666667,975.75,3571.16666666667,10756.25,2256.58333333333,0,432.25,2422.5,1294.75
2019-09-06 08:00:00,237.833333333333,340.833333333333,9,971.916666666667,2696.08333333333,9688.33333333333,2253.25,0,401.5,6877.66666666667,1139.16666666667
2019-09-06 09:00:00,233.083333333333,341.666666666667,9,968.083333333333,2329.08333333333,9760.91666666667,2252,0,417.333333333333,9192.08333333333,1012.75
2019-09-06 10:00:00,233.166666666667,339.083333333333,8.66666666666667,965.5,2397.08333333333,10116.4166666667,2249.16666666667,0,419.166666666667,10010.8333333333,915.416666666667
2019-09-06 11:00:00,233.5,341.75,8,962.333333333333,2551.08333333333,11262.5833333333,2249.91666666667,0,421.25,10326.5,808.333333333333
2019-09-06 12:00:00,233.083333333333,368.75,8,958.083333333333,2571.66666666667,12294.0833333333,2249.16666666667,0,423.666666666667,10235.9166666667,1035.91666666667
2019-09-06 13:00:00,236.083333333333,373.75,8.33333333333333,955.666666666667,2942.25,13825.5833333333,2244.91666666667,0,423.583333333333,10063.6666666667,1420.25
2019-09-06 14:00:00,234.75,372.583333333333,8.08333333333333,952.416666666667,3204.33333333333,14553.75,2244.25,0,433.666666666667,9899.41666666667,1944.5
2019-09-06 15:00:00,235.75,373.083333333333,8.66666666666667,950.666666666667,3659.58333333333,15022.3333333333,2245.66666666667,0,440.5,9688.33333333333,2315
2019-09-06 16:00:00,234.75,376.916666666667,9,953.083333333333,4133.66666666667,15900.9166666667,2248.5,0,441.833333333333,8736.41666666667,2692.5
2019-09-06 17:00:00,230.333333333333,374.916666666667,9,954.333333333333,4274,17601.75,2250.16666666667,0,462.166666666667,6269.41666666667,2725.08333333333
2019-09-06 18:00:00,236.75,373.5,9.33333333333333,957.583333333333,4510.58333333333,18611,2252.41666666667,0,461.5,1951.5,3108.83333333333
2019-09-06 19:00:00,237.916666666667,371.166666666667,9.91666666666667,960.833333333333,4613.25,17947.1666666667,2255.25,0,460.25,39.3333333333333,3645.16666666667
2019-09-06 20:00:00,238.166666666667,370.833333333333,9.83333333333333,958.333333333333,4499.75,16226.1666666667,2257,0,454.166666666667,0,4054.58333333333
2019-09-06 21:00:00,238.25,372,9.25,959.916666666667,4322.41666666667,14692.3333333333,2255.66666666667,0,444.666666666667,0,4049.41666666667
2019-09-06 22:00:00,238,369.833333333333,9.33333333333333,961.916666666667,3727.5,13431.6666666667,2253.91666666667,0,427.25,0,4154.16666666667
2019-09-06 23:00:00,238.083333333333,369.666666666667,9,964.583333333333,3334.58333333333,11073.3333333333,2254,0,422.416666666667,0,4107.75
2019-09-07 00:00:00,239.833333333333,359.25,9,963.75,2877.41666666667,9495.83333333333,2254.75,0,411.583333333333,0,4078.83333333333
2019-09-07 01:00:00,239.5,352.916666666667,8.91666666666667,965.166666666667,2648.83333333333,8616.58333333334,2256,0,398.833333333333,0,3859.25
2019-09-07 02:00:00,239.333333333333,355.833333333333,9.33333333333333,964.75,2562.75,7393.25,2255.33333333333,0,378.916666666667,0,3878.75
2019-09-07 03:00:00,240.166666666667,358.916666666667,9.16666666666667,964.75,2413.83333333333,6667.41666666667,2255.08333333333,0,378.416666666667,0,3809.91666666667
2019-09-07 04:00:00,240,365.5,9.25,969.5,2386.66666666667,6508.91666666667,2256,0,387.166666666667,0,3812.66666666667
2019-09-07 05:00:00,239.25,369.25,9.08333333333333,970.666666666667,2646.58333333333,6538,2258.91666666667,0,404.916666666667,0,3672.5
2019-09-07 06:00:00,238.833333333333,371.333333333333,8.5,971.75,2649.41666666667,6553.91666666667,2257.08333333333,0,408.5,67.8333333333333,3643.75
2019-09-07 07:00:00,238.416666666667,375.583333333333,6.83333333333333,972.083333333333,2070.66666666667,5776.33333333333,2257.91666666667,0,382.416666666667,2674.25,3464
2019-09-07 08:00:00,239.75,376.583333333333,6.5,969.166666666667,1436.83333333333,4075.33333333333,2257.33333333333,0,386.166666666667,7408.75,3433
2019-09-07 09:00:00,239.083333333333,377.25,6.66666666666667,964.916666666667,1426.91666666667,3849.58333333333,2257.58333333333,0,383.333333333333,9624.33333333333,3330.58333333333
2019-09-07 10:00:00,238.083333333333,382.25,5.5,963.416666666667,1388.41666666667,4068.16666666667,2254.66666666667,0,375.75,10363.75,3405.5
2019-09-07 11:00:00,237.25,387.583333333333,4.16666666666667,961.333333333333,1236.08333333333,4742.5,2252,0,391.75,10607.5833333333,3678
2019-09-07 12:00:00,236.333333333333,389.916666666667,4,958.416666666667,1470,5132.33333333333,2253,0,392.75,10592.25,3957.83333333333
2019-09-07 13:00:00,236.916666666667,393.583333333333,4,955.333333333333,1723.16666666667,6053.66666666667,2254,0,395.583333333333,10516.25,4196.66666666667
2019-09-07 14:00:00,236.916666666667,388.583333333333,4.83333333333333,956.5,1680.16666666667,7313.75,2253.58333333333,0,393.666666666667,10523.4166666667,4251
2019-09-07 15:00:00,237.916666666667,390.5,5.66666666666667,956.416666666667,1652.91666666667,8149.5,2253,0,393.916666666667,10203.1666666667,3913.83333333333
2019-09-07 16:00:00,237.666666666667,393.166666666667,5.16666666666667,956.666666666667,1795.66666666667,9612.16666666667,2254.41666666667,0,392.916666666667,9362.5,4120.58333333333
2019-09-07 17:00:00,237.5,395.166666666667,5.08333333333333,956.166666666667,2626.25,10375.8333333333,2257.25,0,394.583333333333,6680.25,4434
2019-09-07 18:00:00,238.25,395.166666666667,6,960.666666666667,4066.33333333333,10754.5,2258.41666666667,0,415.333333333333,1939.75,4127.91666666667
2019-09-07 19:00:00,236.166666666667,394.416666666667,6,963.166666666667,4226.5,11380.0833333333,2258.5,0,421.75,36.1666666666667,3564.16666666667
2019-09-07 20:00:00,236.75,393.5,6,963.916666666667,3838.58333333333,10496,2253.25,0,411.25,0,4045.83333333333
2019-09-07 21:00:00,236.833333333333,390.333333333333,6,964.5,3395.91666666667,9712,2250.16666666667,0,409.166666666667,0,4409.58333333333
2019-09-07 22:00:00,236.916666666667,390.833333333333,6,968.166666666667,3101.33333333333,8878.41666666667,2249.08333333333,0,406.916666666667,0,4408.66666666667
2019-09-07 23:00:00,236.5,389.5,6,971,2792.83333333333,8056.91666666667,2249.83333333333,0,404.666666666667,0,4294.08333333333
2019-09-08 00:00:00,236.833333333333,389.75,5.41666666666667,970.25,2697,6364.33333333333,2251.16666666667,0,403.75,0,3628.08333333333
2019-09-08 01:00:00,237.25,388.833333333333,4.75,969.333333333333,2654.08333333333,5037.91666666667,2254,0,403.333333333333,0,3118.08333333333
2019-09-08 02:00:00,237.166666666667,374.333333333333,4.08333333333333,969.916666666667,2217.66666666667,4530.75,2255.58333333333,0,385.083333333333,0,2928.08333333333
2019-09-08 03:00:00,237.833333333333,342.5,4,972.5,2090.91666666667,4079.5,2257.5,0,377.5,0,2726.58333333333
2019-09-08 04:00:00,238,333.583333333333,4,973,1970.41666666667,3842.25,2259.16666666667,0,380.583333333333,0,2677.91666666667
2019-09-08 05:00:00,237.833333333333,323.5,4,972.5,1944.08333333333,3927,2259.83333333333,0,400.833333333333,0,2772.16666666667
2019-09-08 06:00:00,238,334.166666666667,4.16666666666667,973.333333333333,1979.33333333333,3922.58333333333,2258.75,0,393.25,91.5,2795.83333333333
2019-09-08 07:00:00,237.833333333333,353.75,5,975.083333333333,1384.25,3587.41666666667,2254.66666666667,0,375,2799.25,3214.83333333333
2019-09-08 08:00:00,239.25,365.75,5.08333333333333,974.25,931.833333333333,2706.91666666667,2254.25,0,378.083333333333,7186.08333333333,3745.91666666667
2019-09-08 09:00:00,239.166666666667,366,5.58333333333333,970.833333333333,927.25,2210.91666666667,2255.91666666667,0,371.583333333333,9347.33333333333,3831.41666666667
2019-09-08 10:00:00,238,358,4.91666666666667,968.083333333333,1076.25,1964.41666666667,2255.83333333333,0,370.666666666667,10425.3333333333,3808
2019-09-08 11:00:00,234.333333333333,355.083333333333,4.58333333333333,965.333333333333,1010.16666666667,1975.58333333333,2256.25,0,392.916666666667,10751,3681
2019-09-08 12:00:00,234.25,362.916666666667,4.33333333333333,964.25,924,2216.25,2256.16666666667,0,406.583333333333,10847,3782
2019-09-08 13:00:00,236.083333333333,365.416666666667,4.16666666666667,961.75,958.583333333333,2228.66666666667,2256.08333333333,0,405,10872.0833333333,3970.75
2019-09-08 14:00:00,236.166666666667,364.916666666667,4,961.666666666667,985.083333333333,2810.08333333333,2256.08333333333,0,404.166666666667,10820.1666666667,4014.16666666667
2019-09-08 15:00:00,236.083333333333,368.833333333333,4.16666666666667,961.083333333333,1119.41666666667,3611.66666666667,2257.16666666667,0,402.833333333333,10413.6666666667,3889
2019-09-08 16:00:00,234.666666666667,371.75,6.75,959.666666666667,1543.08333333333,4642.75,2257.91666666667,0,403.25,9446.16666666667,4052.66666666667
2019-09-08 17:00:00,234.666666666667,370.166666666667,9.5,959.5,2431.58333333333,5404.41666666667,2260.25,0,410.75,6891.08333333333,4332
2019-09-08 18:00:00,235.083333333333,369.083333333333,14.1666666666667,960.5,3981,7189.5,2261.75,0,445.25,1975.66666666667,4427.25
2019-09-08 19:00:00,233.583333333333,368.666666666667,14,963.666666666667,4308.5,7809.33333333333,2263.41666666667,0,470.166666666667,31.5833333333333,4578.08333333333
2019-09-08 20:00:00,233,370.583333333333,14.25,965.75,3817,7830.66666666667,2262.33333333333,0,461.166666666667,0,4364.66666666667
2019-09-08 21:00:00,233.583333333333,365.916666666667,13.6666666666667,966.75,3556.16666666667,7687.91666666667,2260.83333333333,0,458.833333333333,0,4007.08333333333
2019-09-08 22:00:00,232.75,366.666666666667,14.25,967.833333333333,3137.91666666667,6826.66666666667,2257.58333333333,0,454.083333333333,0,4198.91666666667
2019-09-08 23:00:00,233,367.166666666667,14.8333333333333,970.333333333333,2659.16666666667,6024.58333333333,2257.25,0,409.333333333333,0,4175.66666666667
2019-09-09 00:00:00,234.75,351.416666666667,14.4166666666667,971.916666666667,2064.25,5523.91666666667,2256.75,0,376.166666666667,0,4023.41666666667
2019-09-09 01:00:00,234.5,342.166666666667,14.9166666666667,974.166666666667,1655.91666666667,5231.5,2256.66666666667,0,368.25,0,4062.16666666667
2019-09-09 02:00:00,234,336.5,15.3333333333333,977.166666666667,1451.5,5086.33333333333,2258.33333333333,0,366,0,4153.33333333333
2019-09-09 03:00:00,233.916666666667,335.666666666667,15.75,977.166666666667,1362.83333333333,5373.41666666667,2260.66666666667,0,366.25,0,3959.58333333333
2019-09-09 04:00:00,233.916666666667,341.166666666667,16.0833333333333,977.833333333333,1693.58333333333,5541.25,2261.91666666667,0,385.833333333333,0,3683.66666666667
2019-09-09 05:00:00,233,355.666666666667,15.9166666666667,977.583333333333,2345.08333333333,5789.16666666667,2263.91666666667,0,404.333333333333,0,3523.83333333333
2019-09-09 06:00:00,230.75,373.666666666667,12.75,977.916666666667,2703.5,6028.91666666667,2264.16666666667,0,432.333333333333,61.0833333333333,3214.25
2019-09-09 07:00:00,218.583333333333,375.833333333333,13,978.583333333333,2704.33333333333,6226.41666666667,2265.58333333333,0,389.833333333333,2518.33333333333,2910.75
2019-09-09 08:00:00,215.166666666667,374.5,13.0833333333333,975.833333333333,1841.33333333333,5214.25,2266.33333333333,0,360.75,7190.08333333333,2882.08333333333
2019-09-09 09:00:00,214.5,378.333333333333,13,970.833333333333,1289.5,4615.16666666667,2265.41666666667,0,380.25,9542.91666666667,2948
2019-09-09 10:00:00,217.75,381.5,13.25,967.333333333333,1631.25,4147.25,2263.58333333333,0,405.083333333333,10451.3333333333,2666.41666666667
2019-09-09 11:00:00,217.416666666667,376.916666666667,12.6666666666667,965.25,1633.58333333333,4174.16666666667,2264.41666666667,0,406.666666666667,10780.5,2308.83333333333
2019-09-09 12:00:00,224.833333333333,379.5,10.8333333333333,965.083333333333,1679,4239.66666666667,2264.66666666667,0,408.333333333333,10760.9166666667,1942.75
2019-09-09 13:00:00,231.083333333333,383.166666666667,11.5,964.25,1790.5,4693.66666666667,2265.58333333333,0,409.083333333333,10629.3333333333,2760
2019-09-09 14:00:00,230.916666666667,383.5,12.1666666666667,968.833333333333,1851.66666666667,4919.75,2265.41666666667,0,406.083333333333,10655.1666666667,3554.75
2019-09-09 15:00:00,231.333333333333,383.416666666667,11.9166666666667,969,2081.83333333333,5748.91666666667,2266.58333333333,0,438.583333333333,10067.25,3882.66666666667
2019-09-09 16:00:00,233.833333333333,389,13.1666666666667,970.75,2340.91666666667,7001.91666666667,2266.58333333333,0,446.333333333333,9051.58333333333,4076.91666666667
2019-09-09 17:00:00,233.916666666667,389.416666666667,13.75,974.666666666667,3075.41666666667,8239.75,2267.08333333333,0,446.416666666667,6408.91666666667,4426.66666666667
2019-09-09 18:00:00,230.166666666667,390.083333333333,12.8333333333333,975.916666666667,4215.91666666667,9688.66666666667,2268.16666666667,0,458.166666666667,1722,4616.58333333333
2019-09-09 19:00:00,228,388.416666666667,12,978.5,4413.58333333333,9761.58333333333,2269,0,480.666666666667,19.75,4894.41666666667
2019-09-09 20:00:00,227.833333333333,386.416666666667,12.5833333333333,979.75,4414.66666666667,9210.58333333333,2267.58333333333,0,467.166666666667,0,4824.75
2019-09-09 21:00:00,231.166666666667,383.166666666667,12.3333333333333,980.583333333333,3771.41666666667,8475.08333333333,2265.41666666667,0,471.75,0,4677.91666666667
2019-09-09 22:00:00,231.166666666667,368.916666666667,13.0833333333333,980.583333333333,3305.16666666667,8056.75,2265.41666666667,0,435.666666666667,0,4681.91666666667
2019-09-09 23:00:00,231.5,358.916666666667,13.75,980.333333333333,2704.58333333333,6895.41666666667,2266,0,413.166666666667,0,4571.41666666667
